GANGSTERSET WORDS HOOD
BOOKIESET TYPE SPECIFIC
BOOKIESET STORY XX0920
BOOKIESET STORY XX0930
BOOKIESET STORY (PAY_OFF BOOKIE I)
BOOKIESET STORY (FIGHT I BOOKIE)
BOOKIESET NREF 0
BOOKIESET NEXT RACKETSET
BOOKIESET WT 9
BOOKIESET WORDS BOOKIES
BOOKIESET WORDS CROOK
GAMBLERSET TYPE SPECIFIC
GAMBLERSET STORY XX0940
GAMBLERSET STORY XX0940
GAMBLERSET STORY (GAMBLERSET)
GAMBLERSET NREF 0
GAMBLERSET NEXT HORSERACINGSET
GAMBLERSET WT 7
GAMBLERSET WORDS GAMBLING
GAMBLERSET WORDS BET
HORSERACINGSET TYPE SPECIFIC
HORSERACINGSET STORY XX0970
HORSERACINGSET STORY XX0972
HORSERACINGSET STORY (HORSERACINGSET)
HORSERACINGSET STORY (BE RACES FIXED)
HORSERACINGSET NREF 0
HORSERACINGSET NEXT BOOKIESET
HORSERACINGSET WT 5
HORSERACINGSET WORDS HORSERACING
HORSERACINGSET WORDS RACES
ITALIANSET TYPE SPECIFIC
ITALIANSET STORY XX0990
ITALIANSET STORY XX0990
ITALIANSET STORY (ITALIANSET)
ITALIANSET NREF 0
ITALIANSET NEXT GANGSTERSET
ITALIANSET WT 3
ITALIANSET WORDS ITALIANS
ITALIANSET WORDS ITALY
HORSESET TYPE SPECIFIC
HORSESET STORY XX1000
HORSESET STORY XX1000
HORSESET STORY (LIKE I HORSERACING)
HORSESET NREF 0
HORSESET NEXT HORSERACINGSET
HORSESET WT 1
HORSESET WORDS HORSES
HORSESET WORDS HORSE
LOOKS TYPE SPECIFIC
LOOKS SET LOOKS
LOOKS WT 9
LOOKS WORDS LOOKS
LOOKS SPECIAL X
SEXLIFE TYPE SPECIFIC
SEXLIFE SET SEXLIFE
SEXLIFE STORY XX1690
SEXLIFE WT 8
SEXLIFE WORDS SEXLIFE
SEXLIFE WORDS SEX
SEXLIFE WORDS GIRLS
FAMILY TYPE SPECIFIC
FAMILY SET FAMILY
FAMILY STORY XX0730
FAMILY STORY XX0732
FAMILY WT 6
FAMILY WORDS FAMILY
FAMILY WORDS DAD
EDUCATION TYPE SPECIFIC
EDUCATION SET EDUCATION
EDUCATION STORY XX1540
EDUCATION STORY XX1550
EDUCATION WT 4
EDUCATION WORDS EDUCATION
EDUCATION WORDS SCHOO
RELIGION TYPE SPECIFIC
RELIGION SET RELIGION
RELIGION WT 2
RELIGION WORDS RELIGION
RELIGION WORDS GOD
RELIGION WORDS PRAY
MAFIA STRONG T
GUN STRONG T
DEATH STRONG T
KILL STRONG T
BEAT AMBD T
HATE AMBD T
DELWDS VERBS KILL
DELWDS VERBS SPY
DELWDS NOUNS MAFIA
DELWDS NOUNS GUN
DELWDS NOUNS DEATH
DELWDS NOUNS CHIEF
DELWDS AMBIG BEAT
DELWDS AMBIG HATE
